gene_id,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,X76_C,X81_C,K_C,N_C,S_C,DS1_X
C1QBP,708,complement C1q binding protein,9271.974278562871,-1.0055207326608269,0.34307541228932514,-2.9309029345794184,0.003379783674788574,0.057573919548695215,9189,4694,10835,13224,13339,4920
RENBP,5973,renin binding protein,433.867301769312,2.107494592854998,0.7190411859130638,2.930978967746927,0.003378956574332397,0.057573919548695215,1240,228,124,132,238,681
ADAM22,53616,ADAM metallopeptidase domain 22,290.699548869876,-3.201321094097969,1.091968262587355,-2.9316979291253626,0.003371144708003613,0.057573919548695215,26,93,39,955,588,55
GAB2,9846,GRB2 associated binding protein 2,7906.50046342071,1.455191560324746,0.4963662724233946,2.931689039265514,0.0033712412001738953,0.057573919548695215,11035,11114,3250,2062,7469,13233
TTC3,7267,tetratricopeptide repeat domain 3,11299.438895754422,0.8774531194680287,0.29943279208727125,2.930384188557045,0.0033854315945512393,0.057588448377712945,12667,12425,6614,9996,7447,19623
MSRB3,253827,methionine sulfoxide reductase B3,25.903111730682276,4.4183858268980165,1.5090443140330632,2.9279364335494322,0.003412197985616101,0.05779402571902548,62,44,6,1,0,45
NOA1,84273,nitric oxide associated 1,2098.199275195319,-0.4660297660907043,0.15922846159153345,-2.9267994015178265,0.003424696930834242,0.05779402571902548,1923,1826,2374,2461,2520,1628
ZWILCH,55055,zwilch kinetochore protein,1876.9574070706494,-0.7551135745961856,0.25782469149419673,-2.9287868831336588,0.003402876490771427,0.05779402571902548,1200,1653,1994,2299,2830,1410
EIF4E,1977,eukaryotic translation initiation factor 4E,3054.737695721174,-0.9844074697715401,0.3363212735186893,-2.9269854370863544,0.0034226490675990442,0.05779402571902548,2690,1420,3211,4685,4363,2151
NIPSNAP1,8508,nipsnap homolog 1,2914.7670723959154,-1.352623421039557,0.46192161451884656,-2.928253146258367,0.00340872388992744,0.05779402571902548,922,1965,4137,5824,2688,2125
LRRN2,10446,leucine rich repeat neuronal 2,27.237446303484088,5.326362751911925,1.8195283318820628,2.9273315829067106,0.003418841691186891,0.05779402571902548,1,36,1,2,1,126
STARD4,134429,StAR related lipid transfer domain containing 4,896.382948046501,-0.7761382798926846,0.2652543412270471,-2.926015371896746,0.003433339721688745,0.05786333972167108,577,704,1099,960,1362,737
MTHFD1,4522,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1",8920.987480488007,-0.46504295795945344,0.15898687525951058,-2.9250399267258675,0.00344412030727869,0.057950845667756844,7820,8105,11481,10093,9691,6946
BAG1,573,BAG cochaperone 1,2945.872542763481,-1.357836656845418,0.46426230498421234,-2.9247187253154068,0.0034476769516827584,0.057950845667756844,2692,1396,3187,4944,4671,951
LDB2,9079,LIM domain binding 2,69.6832777127474,9.575670832684152,3.2745011470582317,2.9243143925256545,0.0034521588577751373,0.057950845667756844,21,403,0,0,0,0
PTGIR,5739,prostaglandin I2 receptor,51.84585412867552,5.2566996285170164,1.7998447456068267,2.9206405948890297,0.0034931254422615778,0.05856149066014876,95,56,8,0,0,158
ATRNL1,26033,attractin like 1,1797.2883821324278,1.2229581972694343,0.41887003743053114,2.9196602477737734,0.0035041318366877913,0.05859555080577998,1530,2882,980,817,1462,3277
ADAMTSL4,54507,ADAMTS like 4,21.669876254200812,6.91777149427544,2.3693907378847996,2.9196414857479636,0.003504342786080116,0.05859555080577998,108,2,1,0,0,21
PAQR3,152559,progestin and adipoQ receptor family member 3,614.2375741872872,-1.401330313038643,0.4801144692597621,-2.9187420974818914,0.0035144685531550207,0.05868794476590544,271,293,507,1172,1012,467
DDHD1,80821,DDHD domain containing 1,2379.3848828296072,0.7806351050199501,0.26777909037256115,2.915220542178451,0.003554372711425244,0.059217776506763714,3204,3460,2145,1696,1450,2511
CLUH,23277,clustered mitochondria homolog,7979.688383974311,-0.9676219425578891,0.33193173575082235,-2.915123317055386,0.0035554802323390033,0.059217776506763714,7089,4293,7428,12874,11592,5094
ME2,4200,malic enzyme 2,4061.8519162070484,-0.6381768337608816,0.21895941568569519,-2.914589590780381,0.0035615656646956497,0.05923569685457404,3073,3357,4398,6116,4424,3270
COMMD8,54951,COMM domain containing 8,312.6222588158771,-1.2336627976280987,0.42332593653273204,-2.914215008256907,0.0035658422310952233,0.05923569685457404,203,215,607,368,351,151
FBXO45,200933,F-box protein 45,1311.0853594181676,-0.6040118538911708,0.207454205834699,-2.911543063014359,0.0035964832861182182,0.05958952436921588,1022,1104,1658,1771,1349,1050
ZNF711,7552,zinc finger protein 711,395.99424990305556,5.613011097423672,1.9276856917015897,2.9117874981315053,0.0035936702588669515,0.05958952436921588,141,607,0,0,48,1630
PBXIP1,57326,PBX homeobox interacting protein 1,3419.8271142184853,1.2024594195752074,0.41317754697455755,2.910272904179016,0.003611132896559512,0.0597039048903223,3913,3119,2572,1777,1913,7549
PLXND1,23129,plexin D1,7420.38597008439,1.8667940787962425,0.6414806029758624,2.9101333230281416,0.003612746086794859,0.0597039048903223,11569,8237,810,3914,4921,15785
VDAC1,7416,voltage dependent anion channel 1,11478.605125990853,-0.9253575242297503,0.31811707277430823,-2.9088584154244863,0.0036275110206250277,0.05979300465262804,8450,8837,9909,15966,19560,6870
MTM1,4534,myotubularin 1,1117.0734457803835,1.1428096116355515,0.3928474841158603,2.9090414418907393,0.00362538799005775,0.05979300465262804,1825,1051,650,929,524,1820
IPO4,79711,importin 4,3728.381140017489,-1.049301779949181,0.36080789459370427,-2.908200723076668,0.0036351493118741973,0.05984159344631098,3185,2656,4304,6291,4589,1564
DNASE1,1773,deoxyribonuclease 1,1047.6176597632373,1.520114514158529,0.5227935050651193,2.907676739345075,0.003641245206531912,0.059864698898110996,1277,1025,786,322,530,2449
GPN3,51184,GPN-loop GTPase 3,918.5748515499639,-0.5664422426059215,0.19492837581398148,-2.9058993604218637,0.0036619920951113756,0.0601283077856254,719,816,1042,1202,1069,725
RELL1,768211,RELT like 1,552.1338278313124,1.2373682603951586,0.4262968655596041,2.902597603599203,0.0037008181825781404,0.060300176722007555,1062,661,453,288,253,642
GTF3C4,9329,general transcription factor IIIC subunit 4,2318.5685211338637,-0.8074820348385237,0.2781714840577531,-2.9028210334847864,0.003698179062329092,0.060300176722007555,2105,1543,2518,3625,2770,1496
GYPC,2995,glycophorin C (Gerbich blood group),7622.30649555408,1.6980484042997215,0.5847765997595449,2.9037557333825337,0.0036871570685407104,0.060300176722007555,20140,5372,3881,1862,5119,10032
ZNFX1,57169,zinc finger NFX1-type containing 1,2219.498282355999,0.7047237897361074,0.24269053187059622,2.9037959754930593,0.0036866832043357146,0.060300176722007555,3135,2723,2056,1403,1643,2536
PTGDR2,11251,prostaglandin D2 receptor 2,19.02893473461532,-3.2550757248734232,1.1207643423540803,-2.904335551964817,0.0036803348585183505,0.060300176722007555,4,5,19,50,35,2
INA,9118,internexin neuronal intermediate filament protein alpha,63.768123266091024,9.44769597145818,3.2544448473416914,2.9030130835295256,0.0036959119635974927,0.060300176722007555,32,356,0,0,0,0
ACSL3,2181,acyl-CoA synthetase long chain family member 3,3357.0609506714227,-0.7106694745453978,0.24502949299716548,-2.9003425908146445,0.0037275500603700575,0.060653237781050987,2619,2820,3958,3427,5212,2331
PINK1,65018,PTEN induced kinase 1,690.4438591262633,1.7129464484253085,0.5906774909742437,2.8999690602735377,0.0037319949567428297,0.060653237781050987,736,537,336,376,263,1966
YWHAQ,10971,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,15105.01679396038,-0.4314717307675941,0.14884890883544746,-2.8987228333973634,0.0037468595401843516,0.06079811825171802,13468,14019,18502,16437,17483,11760
ECM1,1893,extracellular matrix protein 1,1815.640761825321,3.674597371644205,1.2677918326052988,2.898423287751386,0.003750440434558872,0.06079811825171802,7042,220,47,54,697,3010
NDUFA7,4701,NADH:ubiquinone oxidoreductase subunit A7,1234.7840461481849,-0.7885791124783936,0.2721946120054269,-2.897115070237582,0.003766115901588388,0.06097475466048814,1155,842,1720,1410,1597,765
GLI4,2738,GLI family zinc finger 4,642.6342964474654,0.9158790642674721,0.31627588847073723,2.895823227929093,0.003781653565714964,0.061148715071472126,799,817,472,327,547,949
COX6A1,1337,cytochrome c oxidase subunit 6A1,5284.445504396844,-0.5717256496607723,0.1975845849601786,-2.893574161040946,0.003808843331089667,0.061510409136761986,4798,4560,5927,6271,6893,3609
GNPNAT1,64841,glucosamine-phosphate N-acetyltransferase 1,1572.0925454352255,-0.8661658537721654,0.2994182800097519,-2.892828900573321,0.00381789215728607,0.06157859436492501,909,1248,1597,2545,1990,1244
CDC34,997,"cell division cycle 34, ubiqiutin conjugating enzyme",1862.4277215912352,-0.604447356289036,0.2092785121142293,-2.8882437579597946,0.0038739952782715923,0.06232589124866201,1515,1673,1992,2330,2467,1321
PI16,221476,peptidase inhibitor 16,99.07378193052111,-4.59272034716208,1.5900278859895622,-2.8884527042768036,0.003871422443612751,0.06232589124866201,7,16,449,4,123,1
IPO9,55705,importin 9,4862.915817836288,-0.36033630472346395,0.1247804380892191,-2.8877627794976997,0.0038799236510464945,0.062342652317444805,4034,4530,5350,5563,5606,4436
OS9,10956,OS9 endoplasmic reticulum lectin,4609.928888419249,0.5229491731931412,0.18114189645838913,2.8869586960147013,0.003889852910796019,0.06242357664897561,5032,5892,4253,3307,3875,5671
TCP1,6950,t-complex 1,12582.465456745958,-0.7379959015581754,0.255806177954985,-2.884980759487532,0.0039143758415642075,0.06273819973200523,9189,12024,14263,18066,15195,7557
C15orf40,123207,chromosome 15 open reading frame 40,1032.7506699616715,0.9302199129007966,0.3225684748467323,2.883790529569849,0.003929200183896262,0.06281796484479762,1319,1118,766,537,846,1701
ZNF608,57507,zinc finger protein 608,5609.942592559631,2.510100216256134,0.8703156164553748,2.8841263661098955,0.003925012176450273,0.06281796484479762,5242,11560,868,3911,271,12360
COX18,285521,cytochrome c oxidase assembly factor COX18,729.4767948415476,-0.8152797768117612,0.2827913320417364,-2.8829730067236867,0.003939411969344058,0.06286995465995358,644,488,869,1100,841,481
BBS7,55212,Bardet-Biedl syndrome 7,548.9773630315336,-1.1121237514406859,0.3858395191920911,-2.8823479610625693,0.003947235748755512,0.06286995465995358,301,307,560,978,729,453
SMO,6608,"smoothened, frizzled class receptor",431.3220024650749,4.019975839951229,1.3949620412584993,2.8817815259865487,0.003954338076776349,0.06290454511659933,424,881,39,112,0,1179
RADIL,55698,Rap associating with DIL domain,22.852216480374775,7.9672182744846545,2.7659271506521135,2.8804873883270026,0.0039706083730208785,0.06308470936861814,98,40,0,0,0,1
CENPH,64946,centromere protein H,1798.4729330111923,-0.5327055470433293,0.18502218336948034,-2.8791442049926634,0.003987559551912298,0.06319662703515166,1345,1683,2222,2201,2003,1459
RANGRF,29098,RAN guanine nucleotide release factor,1011.6794455802876,-0.9204721023184347,0.319668296716208,-2.8794600896428664,0.003983567140685634,0.06319662703515166,826,486,1344,1209,1448,824
NFATC4,4776,nuclear factor of activated T cells 4,611.9918878346891,-3.079170735458828,1.0697089900353653,-2.8785125339154423,0.003995554030999649,0.06324476219292001,9,95,1806,970,532,293
SCCPDH,51097,saccharopine dehydrogenase (putative),1775.9137600474842,0.7832416688700833,0.27229344801077654,2.8764616798237648,0.0040216102250014134,0.06355608405106174,2329,2220,1152,1711,1079,2308
ZNF841,284371,zinc finger protein 841,301.28361816098925,4.195606477505804,1.4587420460243268,2.8761812199357393,0.004025185445466208,0.06355608405106174,197,412,22,72,0,1141
DLD,1738,dihydrolipoamide dehydrogenase,3280.8554265483476,-0.7019073395525295,0.2441158941284173,-2.875303724317478,0.0040363901468820455,0.06357563641224832,2848,2301,3185,4692,4398,2475
MZT1,440145,mitotic spindle organizing protein 1,820.6362725585078,-1.0669633498412032,0.3710371387906659,-2.875624131101252,0.004032295609799076,0.06357563641224832,457,684,815,1453,1087,477
KIF5B,3799,kinesin family member 5B,7371.52254992689,-0.5136098317482477,0.17875422804443453,-2.8732737533938226,0.004062419341177594,0.06390671511065814,6082,6902,7800,9102,9293,5546
RAB3B,5865,"RAB3B, member RAS oncogene family",41.16598053369414,2.1406344133621524,0.7463406773577129,2.868173313212258,0.004128493109449113,0.06486615158910318,44,79,13,13,20,82
CLTCL1,8218,clathrin heavy chain like 1,306.7468150557713,2.0967493853621186,0.731344982704534,2.8669771926352476,0.00414412876484709,0.06495183634142404,502,193,58,162,131,826
PEAR1,375033,platelet endothelial aggregation receptor 1,42.42208129103584,4.227859289818253,1.4746166484576058,2.8670904361756917,0.0041426461490925775,0.06495183634142404,47,8,2,2,9,192
ZFP62,643836,ZFP62 zinc finger protein,1072.6809176380902,0.7596045976146204,0.2651144978369927,2.865194486955851,0.004167531973056549,0.06523849437086558,1276,1149,868,830,709,1695
FASN,2194,fatty acid synthase,19382.469713448845,-1.2098869992710672,0.4224931929732169,-2.8636840057864923,0.004187455210644699,0.06547004114878073,11507,15381,35307,14342,32204,8792
TRIM22,10346,tripartite motif containing 22,3380.0993173986726,1.4489568437335056,0.5061820003418854,2.8625214700539554,0.004202847847724172,0.0655500401482457,6440,3067,2936,1541,1001,5600
TYROBP,7305,transmembrane immune signaling adaptor TYROBP,59.52638883212023,9.348388912310709,3.2657258321174707,2.862576160059734,0.00420212257188453,0.0655500401482457,327,35,0,0,0,0
ZNF350,59348,zinc finger protein 350,461.9971313734252,0.7350514208657191,0.2568817834181917,2.861438483822301,0.004217233363311019,0.06561397957209998,649,501,362,322,364,612
LRR1,122769,leucine rich repeat protein 1,933.7972283761214,-0.5127848341639321,0.17920440920400346,-2.8614521062379996,0.00421705213710876,0.06561397957209998,799,758,1207,1073,1038,792
COX7A2,1347,cytochrome c oxidase subunit 7A2,2380.530229664298,-0.8163081493830424,0.28548765575767016,-2.859346570402846,0.004245147177266011,0.06596782909568791,2237,1676,2917,2760,3500,1346
NBPF11,200030,NBPF member 11,484.65504821023194,0.9884404452029847,0.34587473263922175,2.857798942584269,0.004265905948323576,0.06617363403766312,568,661,249,419,313,739
YWHAE,7531,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,21748.975036473395,-1.062289043536096,0.37174346293947186,-2.8575863449925962,0.004268764760385385,0.06617363403766312,21722,8968,31805,29224,27848,12275
NDUFV1,4723,NADH:ubiquinone oxidoreductase core subunit V1,5553.068480856006,-0.4600534741699202,0.16110245902978476,-2.8556576786010766,0.004294779132324504,0.06648846626699798,4800,4377,6629,5777,7030,5096
TSFM,10102,"Ts translation elongation factor, mitochondrial",1293.0948618678135,-1.1081808137740456,0.388113289655458,-2.855302416358423,0.00429958665426685,0.06648846626699798,1046,838,1208,2323,1804,615
IL24,11009,interleukin 24,64.4466338056007,7.600028985863977,2.6622325274808736,2.8547577671795157,0.0043069664960682565,0.06648846626699798,217,173,2,0,0,0
TEAD3,7005,TEA domain transcription factor 3,32.53633290180289,-4.400003079440543,1.5414648220634395,-2.8544297712552402,0.004311416286798184,0.06648846626699798,2,2,10,13,165,5
MAP9,79884,microtubule associated protein 9,50.70876800329595,-8.165216657407399,2.86081638478249,-2.854156142575437,0.004315131687496028,0.06648846626699798,1,0,22,0,284,0
FSD1L,83856,fibronectin type III and SPRY domain containing 1 like,308.22913244149674,-1.1157688565139958,0.39130761437118416,-2.8513854970775157,0.004352916070118226,0.06690904002719077,253,150,496,347,432,191
EBF3,253738,EBF transcription factor 3,171.27497272161742,6.190915281044305,2.1710004189808765,2.851641679530619,0.004349409867092947,0.06690904002719077,3,266,0,0,14,767
LDHA,3939,lactate dehydrogenase A,43474.45590894416,-0.7915291520300334,0.27782152451194214,-2.8490562544444233,0.0043849126552016945,0.06723884093156636,32875,39180,56002,43684,66901,25049
RNF34,80196,ring finger protein 34,1700.9462713595842,-0.5168315469509769,0.1814860341827671,-2.847775859328642,0.004402591984311091,0.06742889380052929,1367,1541,2144,2105,1801,1363
CDH24,64403,cadherin 24,453.6876376775412,1.0482182300363105,0.3683512605364853,2.8457028449139354,0.004431352587789014,0.06778800517387559,517,813,323,236,335,536
CELF6,60677,CUGBP Elav-like family member 6,181.00712771321378,2.841758402695364,0.9989007296905215,2.844885701080422,0.004442736193501726,0.06788075252298804,146,97,78,29,27,731
ZFP2,80108,ZFP2 zinc finger protein,45.59491685564137,3.7572533789791325,1.321089487888572,2.844056677026591,0.004454312377082376,0.06797621687418295,37,59,3,1,15,164
FANCD2,2177,FA complementation group D2,3430.3841115601854,-0.8749875467258036,0.3077794373328861,-2.8429044978058107,0.004470446371758135,0.06814092569998839,2366,3255,4844,3868,4707,1761
TNFSF8,944,TNF superfamily member 8,49.82593373909218,8.1252065622543,2.8616078638224827,2.8393850411777946,0.004520057858097568,0.0688149142644496,279,23,1,0,0,0
LARP1B,55132,La ribonucleoprotein 1B,858.5313154807648,-0.6559201909355576,0.23123481195124213,-2.836597938695598,0.004559699133373374,0.06919922694607918,601,643,979,1042,1153,792
